,0,1,2,3
0,0.10304189333939039,3158.9215266831907,4149.745918201266,-0.02695867114940132
1,0.5251895732555074,2301.0528831701713,2900.151195794651,0.5075901600876869
2,0.6595876992030179,2075.4106851149754,2488.794251221056,0.6404533318160346
3,0.6900766658603495,2014.2190254493994,2368.7649780592556,0.6748144796510098
4,0.6920612330216028,2005.3949482783567,2332.9453294194977,0.6821950401545889
5,0.7251055922431257,1937.6522582361936,2224.972364827231,0.718577364503091
6,0.7151336062039476,1971.0022444244125,2216.356619153091,0.7091585515319483
7,0.7231412115307511,1968.0757729612747,2225.0103016903167,0.7158461708261571
8,0.7229673626547736,1958.4582900949597,2170.146652018571,0.7168438742705748
9,0.7351202312855679,1950.8951815682874,2152.648713108144,0.729479771017139
10,0.7312130698285896,1957.4251085069448,2139.201070461915,0.7257692663948501
11,0.7352086814514552,1955.7359238236038,2121.6716436800907,0.7291791359236846
12,0.7278876946666294,1974.3784571087554,2152.1705989974685,0.7211980986206258
13,0.7454286983985924,1982.5670801986882,2149.2879932730452,0.7354897820849436
14,0.7150017469347015,1992.4972885923037,2165.8196941362708,0.7055365486931249
15,0.7364836557356523,1987.163915111401,2150.029526993848,0.7265605282204655
16,0.7055988280571653,1986.4568166473766,2139.579874037336,0.6957075963578329
17,0.5316864493909351,2007.5613199869797,2152.192728407756,0.445164885479687
18,-0.14043054528048657,2097.0172037760417,2238.935976095635,-0.4359474340825274
