,0,1,2,3
0,0.6603527373349395,77.8195882101851,98.26135200783091,0.5622620998371055
1,0.9098319880098571,38.502351338563734,49.37987045525839,0.9061942242257672
2,0.9352936213979243,32.80036576204107,41.904965060421546,0.93302866170413
3,0.9433243991500058,30.35960256531941,39.11336162726305,0.9419531513700501
4,0.9462648584054703,29.19080012095617,37.97027090954213,0.9453122639680931
5,0.9477205776871332,28.740255390568493,37.47711833957513,0.9467532623710799
6,0.9479189907384907,28.70602274427854,37.58851015561908,0.9463716233323048
7,0.9494415693154146,27.87528768006913,36.76862701718543,0.948734155175809
8,0.950681416111598,27.461856217572638,36.16288625669895,0.9503460478450835
9,0.9515857970965512,27.124385771285656,35.938632354341124,0.9511233484019999
10,0.9518738707504614,27.114173742576053,35.71841498010204,0.9514933397798396
11,0.9519429574440843,27.018262989972634,35.68508347702996,0.9516590706123209
12,0.9527814070651257,26.702089706858033,35.43780186676725,0.9524457312524811
13,0.9530642681619736,26.617137066844737,35.27101461269668,0.952713676214856
14,0.9530052734959097,26.569529710582845,35.31551315625494,0.9526354556623857
15,0.9528948736239062,26.697572545348272,35.441405753357536,0.9525572315050662
16,0.9533088234868089,26.551575482306497,35.29981688432126,0.9530268487448434
17,0.9532413274164235,26.456019305893765,35.173106822320364,0.952913037269499
18,0.9535744010849954,26.253239921136064,35.04408821649368,0.9533648879340856
19,0.9534780339107575,26.268141373171446,35.03990049508102,0.9531269156085311
